T1,1,1329,11,901,3,15,9,4

T2,2,1237,12,919,3,8,11,4

T3,3,1093,14,985,1,15,12,2

T4,4,1155,14,963,1,11,12,3

T5,5,1124,11,982,2,15,11,1

T6,6,1425,14,976,1,15,10,4

T7,7,1230,14,954,3,10,13,1

T8,8,1290,12,914,1,10,12,4

T9,9,1297,15,987,1,8,12,2

T10,10,1352,15,943,2,9,12,1

T11,11,1404,13,940,1,14,11,3

T12,12,1280,10,926,2,10,10,4

T13,13,1030,13,933,3,11,10,4

T14,14,1446,10,916,1,15,13,4

T15,15,1430,12,911,1,11,9,3

T16,16,1017,10,929,2,14,11,1

T17,17,1397,13,911,1,11,11,3

T18,18,1378,10,934,1,15,9,3

T19,19,1340,12,954,2,15,13,2

T20,20,1346,14,1000,0,8,10,4

T21,21,1340,13,991,0,8,13,1

T22,22,1332,11,992,0,13,11,3

T23,23,1150,11,980,2,11,12,4

T24,24,1396,14,980,3,9,13,2

T25,25,1440,14,938,2,13,10,2

T26,26,1187,10,903,0,13,9,4

T27,27,1112,15,990,2,8,9,1

T28,28,1250,11,951,2,12,10,3

T29,29,1116,13,993,3,15,13,1

T30,30,1192,10,991,2,8,11,1

T31,31,1234,11,989,0,13,10,4

T32,32,1175,12,949,2,14,11,2

T33,33,1434,12,994,1,10,12,2

T34,34,1024,12,978,2,13,12,3

T35,35,1411,11,999,2,12,11,4

T36,36,1025,15,928,0,14,11,1

T37,37,1308,14,967,2,10,10,2

T38,38,1342,11,953,1,8,12,4

T39,39,1194,10,966,0,10,12,2

T40,40,1001,14,966,0,15,10,2

T41,41,1103,10,963,2,13,11,2

T42,42,1058,12,985,3,10,13,4

T43,43,1439,12,936,0,15,12,1

T44,44,1433,12,935,3,8,9,4

T45,45,1107,13,944,0,13,11,4

T46,46,1046,10,963,3,13,11,2

T47,47,1168,15,961,3,12,12,2

T48,48,1434,12,955,3,15,13,3

T49,49,1200,10,976,2,9,10,1

T50,50,1338,14,919,1,14,13,1

T51,51,1006,11,983,2,9,11,3

T52,52,1208,11,920,1,9,10,4

T53,53,1355,14,993,0,8,9,4

T54,54,1402,15,911,3,12,11,3

T55,55,1094,11,928,2,13,11,4

T56,56,1006,12,946,3,15,11,1

T57,57,1321,10,971,0,8,9,2

T58,58,1500,11,981,0,11,11,1

T59,59,1451,10,972,2,12,11,4

T60,60,1258,15,905,0,14,9,2

T61,61,1109,12,972,3,13,10,2

T62,62,1217,11,971,2,11,11,1

T63,63,1210,15,928,1,9,11,4

T64,64,1039,15,935,0,11,9,2

T65,65,1446,12,964,3,8,10,1

T66,66,1259,15,959,2,11,12,3

T67,67,1079,13,932,2,14,10,1

T68,68,1280,13,942,3,9,12,2

T69,69,1385,12,972,0,8,9,4

T70,70,1122,14,998,0,15,9,4

T71,71,1333,13,989,3,10,12,4

T72,72,1245,10,905,1,15,13,1

T73,73,1343,14,987,1,14,13,2

T74,74,1012,13,909,2,8,11,3

T75,75,1147,10,996,0,15,13,4

T76,76,1293,14,947,1,15,13,4

T77,77,1056,15,984,1,8,10,4

T78,78,1034,14,920,1,8,12,1

T79,79,1455,12,902,3,11,11,1

T80,80,1181,12,968,1,15,9,1

T81,81,1242,12,941,3,9,9,1

T82,82,1432,12,978,1,14,10,1

T83,83,1232,14,930,0,14,9,4

T84,84,1127,10,977,3,13,9,4

T85,85,1230,13,964,3,11,12,4

T86,86,1219,11,938,2,15,9,1

T87,87,1262,13,905,0,8,11,3

T88,88,1023,12,981,1,9,10,4

T89,89,1076,14,963,2,11,11,1

T90,90,1455,15,971,2,13,11,1

T100,100,1155,13,981,2,10,10,2


H1,      1,       10,          1000,                  1500
       
H2,      2,       15,          1500,                  2000
       
H3,      3,       20,          2000,                  3000
 
H4,      4,       30,          3000,                  4000

H5,      5,       30,          3000,                  4000

H6,      6,       10,          1000,                  1500
       
H7,      7,       15,          1500,                  2000
       
H8,      8,       20,          2000,                  3000
 
H9,      9,       30,          3000,                  4000

H10,      10,       10,          1000,                  1500


H11,      11,       10,          1000,                  1500
       
H12,      12,       15,          1500,                  2000
       
H13,      13,       20,          2000,                  3000
 
H14,      14,       30,          3000,                  4000

H15,      15,       30,          3000,                  4000

H16,      16,       10,          1000,                  1500
       
H17,      17,       15,          1500,                  2000
       
H18,      18,       20,          2000,                  3000
 
H19,      19,       30,          3000,                  4000

H20,      20,       10,          1000,                  1500
              
H21,      21,       10,          1000,                  1500
       
H22,      22,       15,          1500,                  2000
       
H23,      23,       20,          2000,                  3000
 
H24,      24,       30,          3000,                  4000

H25,      25,       30,          3000,                  4000

H26,      26,       10,          1000,                  1500
       
H27,      27,       15,          1500,                  2000
       
H28,      28,       20,          2000,                  3000
 
H29,      29,       30,          3000,                  4000

H30,      30,       10,          1000,                  1500


H31,      31,       10,          1000,                  1500
       
H32,      32,       15,          1500,                  2000
       
H33,      33,       20,          2000,                  3000
 
H34,      34,       30,          3000,                  4000

H35,      35,       30,          3000,                  4000

H36,      36,       10,          1000,                  1500
       
H37,      37,       15,          1500,                  2000
       
H38,      38,       20,          2000,                  3000
 
H39,      39,       30,          3000,                  4000

H40,      40,       10,          1000,                  1500
              
H41,      41,       10,          1000,                  1500
       
H42,      42,       15,          1500,                  2000
       
H43,      43,       20,          2000,                  3000
 
H44,      44,       30,          3000,                  4000

H45,      45,       30,          3000,                  4000

H46,      46,       10,          1000,                  1500
       
H47,      47,       15,          1500,                  2000
       
H48,      48,       20,          2000,                  3000
 
H49,      49,       30,          3000,                  4000

H50,      50,       10,          1000,                  1500


H51,      51,       10,          1000,                  1500
       
H52,      52,       15,          1500,                  2000
       
H53,      53,       20,          2000,                  3000
 
H54,      54,       30,          3000,                  4000

H55,      55,       30,          3000,                  4000

H56,      56,       10,          1000,                  1500
       
H57,      57,       15,          1500,                  2000
       
H58,      58,       20,          2000,                  3000
 
H59,      59,       30,          3000,                  4000

H60,      60,       10,          1000,                  1500
              
H61,      61,       10,          1000,                  1500
       
H62,      62,       15,          1500,                  2000
       
H63,      63,       20,          2000,                  3000
 
H64,      64,       30,          3000,                  4000

H65,      65,       30,          3000,                  4000

H66,      66,       10,          1000,                  1500
       
H67,      67,       15,          1500,                  2000
       
H68,      68,       20,          2000,                  3000
 
H69,      69,       30,          3000,                  4000

H70,      70,       10,          1000,                  1500


H71,      71,       10,          1000,                  1500
       
H72,      72,       15,          1500,                  2000
       
H73,      73,       20,          2000,                  3000
 
H74,      74,       30,          3000,                  4000

H75,      75,       30,          3000,                  4000

H76,      76,       10,          1000,                  1500
       
H77,      77,       15,          1500,                  2000
       
H78,      78,       20,          2000,                  3000
 
H79,      79,       30,          3000,                  4000

H80,      80,       10,          1000,                  1500

