T1,1,1217,12,976,0,10,12,4

T2,2,1199,11,913,2,11,11,1

T3,3,1100,15,989,2,9,13,2

T4,4,1130,14,960,1,15,9,2

T5,5,1447,10,971,1,13,13,2

T6,6,1124,15,944,3,12,11,1

T7,7,1072,12,924,2,11,11,3

T8,8,1014,11,981,3,8,10,2

T9,9,1492,11,965,0,12,11,1

T10,10,1140,13,958,3,9,10,3

T11,11,1039,15,943,3,8,13,2

T12,12,1381,12,958,1,13,13,3

T13,13,1331,12,911,1,15,9,3

T14,14,1270,12,951,3,14,11,2

T15,15,1063,13,909,2,13,11,1

T16,16,1150,11,934,0,11,10,3

T17,17,1371,12,947,1,12,9,2

T18,18,1044,11,937,1,9,11,4

T19,19,1001,15,930,3,10,12,2

T20,20,1348,10,930,2,11,10,4

T21,21,1056,10,996,1,10,9,3

T22,22,1291,15,947,1,8,12,2

T23,23,1359,13,941,2,11,9,1

T24,24,1110,10,920,3,11,11,3

T25,25,1237,13,913,1,12,10,2

T26,26,1306,12,989,2,14,11,3

T27,27,1436,15,995,0,14,13,4

T28,28,1248,14,928,0,15,9,2

T29,29,1423,14,938,3,8,13,2

T30,30,1451,10,928,1,15,12,4

T31,31,1441,15,929,1,9,13,3

T32,32,1390,13,973,2,8,10,4

T33,33,1012,10,903,0,8,13,4

T34,34,1399,13,967,3,15,11,3

T35,35,1155,15,908,2,9,9,2

T36,36,1497,15,937,2,10,12,4

T37,37,1454,10,922,1,9,12,1

T38,38,1472,14,976,3,15,12,4

T39,39,1231,15,991,0,12,11,4

T40,40,1045,14,1000,2,8,11,3

T41,41,1372,11,944,1,14,10,2

T42,42,1188,10,990,3,8,10,1

T43,43,1306,15,950,3,15,10,3

T44,44,1316,11,983,1,12,11,2

T45,45,1162,12,985,0,12,13,4

T46,46,1116,14,914,1,13,13,2

T47,47,1284,11,933,0,10,11,1

T48,48,1323,14,964,0,10,9,4

T49,49,1181,14,953,0,11,12,2

T50,50,1078,13,980,3,12,12,4

T51,51,1001,13,972,0,15,9,2

T52,52,1143,13,919,0,11,11,3

T53,53,1404,13,975,3,14,9,1

T54,54,1228,10,969,1,15,10,4

T55,55,1044,10,918,0,11,9,2

T56,56,1431,15,902,0,11,10,4

T57,57,1113,15,902,1,11,9,1

T58,58,1201,11,966,3,13,9,2

T59,59,1081,12,922,2,14,13,2

T60,60,1354,11,941,3,13,10,1

T61,61,1017,13,961,1,8,13,2

T62,62,1246,10,966,0,15,13,2

T63,63,1312,13,940,3,13,11,3

T64,64,1180,11,973,2,11,12,4

T65,65,1020,14,958,3,15,12,2

T66,66,1219,14,923,2,15,10,3

T67,67,1221,10,980,3,9,10,3

T68,68,1419,14,953,3,11,10,1

T69,69,1187,12,936,0,8,12,4

T70,70,1174,14,921,1,8,13,2

T71,71,1429,15,953,1,12,12,4

T72,72,1053,10,920,0,10,11,3

T73,73,1183,12,992,3,9,13,1

T74,74,1491,12,928,3,12,13,1

T75,75,1135,14,925,2,14,10,3

T76,76,1010,10,916,0,9,10,1

T77,77,1229,12,989,0,14,13,3

T78,78,1422,13,951,1,12,12,4

T79,79,1479,12,971,2,14,10,1

T80,80,1473,13,978,0,11,13,3

T81,81,1034,11,901,1,11,12,2

T82,82,1042,10,918,1,13,9,1

T83,83,1207,10,951,2,11,12,2

T84,84,1221,14,954,2,12,12,3

T85,85,1247,12,910,0,8,10,4

T86,86,1052,13,945,1,13,10,2

T87,87,1281,11,998,0,12,12,3

T88,88,1286,12,906,2,13,9,2

T89,89,1139,12,931,2,12,12,1

T90,90,1098,15,903,2,10,12,3

T91,91,1237,13,977,3,13,11,2

T92,92,1474,11,934,0,11,9,2

T93,93,1354,14,967,0,15,10,1

T94,94,1141,15,938,1,11,10,2

T95,95,1411,13,966,2,14,9,2

T96,96,1167,10,904,2,12,11,2

T97,97,1217,13,962,1,8,9,1

T98,98,1424,11,973,3,10,9,4

T99,99,1237,14,975,3,12,10,1

T100,100,1105,15,947,0,15,11,1

H1,      1,       10,          1000,                  1500
       
H2,      2,       15,          1500,                  2000
       
H3,      3,       20,          2000,                  3000
 
H4,      4,       30,          3000,                  4000

H5,      5,       30,          3000,                  4000

H6,      6,       10,          1000,                  1500
       
H7,      7,       15,          1500,                  2000
       
H8,      8,       20,          2000,                  3000
 
H9,      9,       30,          3000,                  4000

H10,      10,       10,          1000,                  1500


H11,      11,       10,          1000,                  1500
       
H12,      12,       15,          1500,                  2000
       
H13,      13,       20,          2000,                  3000
 
H14,      14,       30,          3000,                  4000

H15,      15,       30,          3000,                  4000

H16,      16,       10,          1000,                  1500
       
H17,      17,       15,          1500,                  2000
       
H18,      18,       20,          2000,                  3000
 
H19,      19,       30,          3000,                  4000

